metric_id,issue_type,description,code_snippet,recommendation,response_id,dashboard_id
all_measures,Anti-Pattern,"Multiple financial metrics (`current_fy_actual_gross_revenue_k`, `current_fy_gross_revenue_k`, `stly_gross_revenue_k`, `current_fy_past_weeks_pub_lgb`, `current_fy_current_week_prorated_pub_lgb`) rely on hardcoded `CASE WHEN` statements to define time periods using `relative_fy_year_offset`, `relative_fy_week_offset`, `is_future_period_flag`, and `stly_flag`. This pattern is repeated and makes the dashboard's logic rigid and difficult to maintain. Any change to the definition of 'current FY', 'STLY', or 'future period' requires modifying multiple metric definitions.",Example from 'current_fy_actual_gross_revenue_k': CASE WHEN (t0.is_future_period_flag = 'N' AND t0.relative_fy_year_offset = 0) THEN t0.gross_revenue_amount ELSE 0 END,"Centralize time-based logic. Consider creating a dedicated date dimension table with pre-calculated flags (e.g., `is_current_fy`, `is_stly`, `is_past_week_current_fy`) or using a Looker Studio parameter for the current financial year/week offset, allowing for more dynamic and maintainable calculations. Alternatively, define these period flags as calculated fields in the Looker Studio data source layer if the underlying table cannot be modified.",18,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
all_dimensions,Anti-Pattern,"All dimension metrics (`advertiser_group_dimension`, `product_group_dimension`, `fin_adtype_name_dimension`, `unified_publication_name_dimension`, `financial_week_dimension`) use `LIMIT 10` in their `SELECT DISTINCT` queries. While this is common for populating dropdowns, it can hide the full range of available distinct values if there are more than 10, potentially misleading users or obscuring data quality issues (e.g., unexpected values beyond the top 10).",SELECT DISTINCT advertiser_group FROM `ncau-data-newsquery-prd.asl_finance_derived.adsales_performance` LIMIT 10;,"Remove `LIMIT 10` for dimension queries if the intent is to show all distinct values for filtering or analysis. If performance is a concern, implement appropriate caching strategies or consider pre-aggregating distinct values in a separate lookup table. For display purposes, ensure users are aware that only a subset of values is shown.",18,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
all_metrics_from_v_adsales_revenue_client_daily/weekly,Anti-Pattern,"A highly complex and identical `WHERE` clause, defining 'Contra' advertiser logic and exclusion criteria, is repeated verbatim across almost all metrics sourcing from `v_adsales_revenue_client_daily` and `v_adsales_revenue_client_weekly`. This leads to significant code duplication, makes maintenance difficult, and increases the risk of inconsistencies if the business logic for 'Contra' advertisers changes.","WHERE lower(SAFE_CAST(LEFT(advertiser_name, 3) AS STRING)) = 'ctr' AND NOT(SAFE_CAST(cost_model_type AS STRING) = 'Guaranteed' AND SAFE_CAST(revenue_group_name AS STRING) = 'Exchange') AND UPPER(IFNULL(SAFE_CAST(revenue_transaction_status AS STRING), 'XXX')) IN ('BILLED', 'BOOKED') AND UPPER(IFNULL(SAFE_CAST(style_name AS STRING), 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(SAFE_CAST(source_publishing_division AS STRING), 'XXX')) <> 'MEDIUM RARE CONTENT AGENCY' AND (UPPER(IFNULL(SAFE_CAST(publication_name AS STRING), 'XXX')) NOT LIKE 'SUDDENLY%' OR (UPPER(SAFE_CAST(publication_name AS STRING)) LIKE 'SUDDENLY%' AND (SAFE_CAST(account_number AS STRING) IN ('17114', '29172', '52809') OR SAFE_CAST(adtype_name AS STRING) = '-')))","Centralize this common filtering logic into a dedicated BigQuery view or a common CTE that all dependent metrics can reference. This would drastically improve maintainability, readability, and potentially query performance by reducing redundant processing.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
"gross_revenue_current_fy_minus_1, gross_revenue_current_fy_minus_2_or_less, gross_revenue_current_fy, gross_revenue_current_fy_plus_1_or_more, gross_revenue_total_fy_past, gross_revenue_digital, gross_revenue_current_fy_minus_1_open_accounts, gross_revenue_current_fy_minus_2_or_less_open_accounts, gross_revenue_current_fy_open_accounts, gross_revenue_current_fy_plus_1_or_more_open_accounts, gross_revenue_total_fy_past_open_accounts, gross_revenue_digital_open_accounts",Anti-Pattern / Code Duplication,"Twelve different 'Gross Revenue' metrics (5 for FY offsets, 1 for Digital, and their 'Open Accounts' counterparts) use almost identical, large nested subqueries (`FROM (SELECT ... GROUP BY ALL) AS t0`). The only difference between the two groups of metrics is the presence of an additional filter for `sales_segment_gm_name = 'Lou Barrett'`. This is highly inefficient, difficult to maintain, and indicates a lack of reusable data sources or proper parameterization.","FROM ( SELECT financial_year, CAST(financial_month AS int) AS financial_month_no, financial_short_month, calendar_year_month, sales_segment_gm_name, portfolio_conformed_name_current, IFNULL(current_portfolio_conformed_owner_full_name_current, 'VACANT') AS current_portfolio_conformed_owner_full, advertiser_name, adpoint_account_number, revenue_type, relative_fy_year_offset, CASE WHEN adpoint_account_number IN (SELECT DISTINCT NMBS_T_Number FROM `ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data`) THEN 'Y' ELSE 'N' END AS sheet_account_flag, CASE WHEN adpoint_account_number IN (SELECT DISTINCT NMBS_T_Number FROM `ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data` WHERE SAFE_CAST(Status AS STRING) = 'Closed') THEN 'Closed' ELSE 'Open' END AS status_asl, sum(gross_revenue_amount) AS gross_revenue_amount FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_daily` WHERE lower(SAFE_CAST(LEFT(advertiser_name, 3) AS STRING)) = 'ctr' AND SAFE_CAST(adpoint_account_number AS STRING) != '20696' AND NOT(SAFE_CAST(cost_model_type AS STRING) = 'Guaranteed' AND SAFE_CAST(revenue_group_name AS STRING) = 'Exchange') AND UPPER(IFNULL(SAFE_CAST(revenue_transaction_status AS STRING), 'XXX')) IN ('BILLED', 'BOOKED') AND UPPER(IFNULL(SAFE_CAST(style_name AS STRING), 'XXX')) <> 'ROP COMPOSITE' AND UPPER(IFNULL(SAFE_CAST(source_publishing_division AS STRING), 'XXX')) <> 'MEDIUM RARE CONTENT AGENCY' AND (UPPER(IFNULL(SAFE_CAST(publication_name AS STRING), 'XXX')) NOT LIKE 'SUDDENLY%' OR (UPPER(SAFE_CAST(publication_name AS STRING)) LIKE 'SUDDENLY%' AND (SAFE_CAST(account_number AS STRING) IN ('17114', '29172', '52809') OR SAFE_CAST(adtype_name AS STRING) = '-'))) GROUP BY ALL ) AS t0","Refactor these metrics to leverage a common, parameterized data source (e.g., a BigQuery view or a Looker Studio blended data source/parameter) that allows filtering by `relative_fy_year_offset`, `revenue_type`, `status_asl`, and `sales_segment_gm_name` at the dashboard level. This would significantly reduce SQL complexity and improve maintainability.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
gross_revenue_by_account_group_and_dimensions,Hardcoded Logic / Anti-Pattern,"The `account_group` dimension is defined using a complex, nested `CASE` statement that hardcodes specific `adpoint_account_number`s to a very long, specific string value ('CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants'). This makes the logic brittle and difficult to manage if account groupings change or new accounts need to be added. It suggests a lack of proper dimension modeling.","CASE WHEN (CASE WHEN (SAFE_CAST(t0.adpoint_account_number AS STRING) IN ('13019', '52246', '18387')) THEN 'ctr1' ELSE SAFE_CAST(t0.adpoint_account_number AS STRING) END = 'ctr1') THEN 'CTR_2023_AFL Sports CTR_2023_Sydney Swans CTR_2023_GWS Giants' ELSE SAFE_CAST(t0.advertiser_name AS STRING) END AS account_group","Externalize this grouping logic into a lookup table (e.g., `account_group_mapping`) in BigQuery. This table would map `adpoint_account_number` to its corresponding `account_group` name, allowing for easier updates and better data governance. The long concatenated string should also be reviewed for better presentation or separate dimensions.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
"dim_portfolio_owner_filtered_by_industry_gm, gross_revenue_current_fy_minus_1, gross_revenue_current_fy_minus_2_or_less, gross_revenue_current_fy, gross_revenue_current_fy_plus_1_or_more, gross_revenue_total_fy_past, gross_revenue_digital",Hardcoded Logic,"Specific General Manager names ('Renee Sycamore', 'Lou Barrett') are hardcoded directly into the SQL queries. This makes the dashboard inflexible and requires manual updates if these individuals change roles or if the business needs to analyze other GMs.",SAFE_CAST(sales_segment_gm_name AS STRING) IN ('Renee Sycamore'),"If these filters are dynamic, consider using Looker Studio parameters or a dedicated dimension for GM names that users can select from. If they represent fixed business segments, ensure they are managed centrally, perhaps in a lookup table.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
count_of_accounts_by_advertiser_name,Hardcoded Logic,"The metric explicitly filters for a hardcoded list of advertiser names. This is inflexible and prone to errors if the list of relevant advertisers changes frequently, requiring manual SQL modifications for each update.","SAFE_CAST(advertiser_name AS STRING) IN ('CTR_2023_AFL SPORT', 'CTR_2023_GWS GIANTS', 'CTR_2023_SYDNEY SWANS', 'CTR_2025_Greater Western Sydney Giants', 'CTR_2025_Raising Literacy Australia')","Manage this list in a BigQuery lookup table or as a configurable parameter in Looker Studio, allowing for easier updates without modifying the metric SQL.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
dim_account_status_asl,Anti-Pattern / Potential Performance,"The `status_asl` dimension is calculated using a subquery that selects distinct `NMBS_T_Number` from `contra_sheet_data`. While functional, this pattern can be inefficient if the `contra_sheet_data` table is very large and the subquery is executed repeatedly for each query involving this dimension.",CASE WHEN adpoint_account_number IN (SELECT DISTINCT NMBS_T_Number FROM `ncau-data-newsquery-prd.sbx_dcp.contra_sheet_data` WHERE SAFE_CAST(Status AS STRING) = 'Closed') THEN 'Closed' ELSE 'Open' END,"Consider pre-joining `contra_sheet_data` to `v_adsales_revenue_client_daily` in a materialized view or a more optimized data model if performance becomes an issue, or if `status_asl` is a frequently used dimension.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
"dim_current_portfolio_owner, dim_portfolio_owner_filtered_by_industry_gm, gross_revenue_by_account_group_and_dimensions, dim_account_status_asl, count_of_accounts_by_advertiser_name",Data Limitation,"Several dimension-based metrics and one aggregation metric (`gross_revenue_by_account_group_and_dimensions`) include a `LIMIT 10` clause. This restricts the number of distinct values returned, which might be acceptable for specific 'top N' visualizations but is problematic if the dashboard intends to display all possible values or if the metric is used in a filter control, potentially leading to incomplete data representation.",LIMIT 10;,"Review the intended use of these metrics. If they are meant to be comprehensive dimensions or for full data display, remove the `LIMIT` clause. If they are for specific 'top N' visualizations, ensure this is clearly documented and that a full dimension is available for other use cases.",19,b9dfd2f4-92fa-4f81-a5b1-17de880470f9
all_metrics,Hardcoded Logic / Anti-Pattern,"Almost all metrics (22 out of 22) share an identical, large block of common filtering criteria (e.g., `revenue_transaction_status`, `financial_year IS NOT NULL`, `source_publishing_division` exclusion, `revenue_type`, `revenue_group_subtype`). This leads to highly repetitive SQL code across the dashboard, making it difficult to maintain, update, and ensure consistency. Any change to these common criteria would require modifying every single metric.","WHERE (revenue_transaction_status IN ('Booked', 'Billed') AND financial_year IS NOT NULL AND (source_publishing_division != 'Medium Rare Content Agency' OR source_publishing_division IS NULL) AND revenue_type IN ('Print', 'Digital') AND revenue_group_subtype IN ('Programmatic Source', 'Print', 'Digital')","Encapsulate these common filtering rules within a base view or a logical model (e.g., using LookML, dbt, or a BigQuery view). This allows individual metrics to simply query the pre-filtered base, significantly reducing code duplication and improving maintainability. Alternatively, leverage Looker Studio's data source filters or report-level filters for these common criteria.",20,a17622e2-ad43-49cc-b3c5-19c95036fd14
all_metrics_financial_year,Hardcoded Logic / Data Mismatch,"All metrics are hardcoded to `financial_year IN ('2025')`. This is a critical issue as the `structure_sql` indicates data availability from 2024 to 2028, and the `validation_sql` explicitly reports `latest_year_check: ""FAIL""`. This means the dashboard is not displaying current or complete financial data, rendering it potentially irrelevant for present-day business decisions.",AND financial_year IN ('2025'),"Replace the hardcoded financial year with a dynamic parameter or a Looker Studio date control. This will allow users to select the relevant financial year (e.g., current year, previous year) or view a range of years, ensuring the dashboard always displays up-to-date and relevant information. A default to the current financial year should be implemented.",20,a17622e2-ad43-49cc-b3c5-19c95036fd14
