metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
advertiser_group_or_nah,Advertiser Group (or Nah),dimension,case_when,string,transaction,True,False,medium,[],"The advertiser group, with 'Nah' replacing NULL values.",CASE WHEN advertiser_group IS NULL THEN 'Nah' ELSE advertiser_group END,['ncau-data-newsquery-prd.asl_finance_derived.revenue_movement'],[],string,"Used for grouping and filtering revenue data by advertiser group, handling missing values.",other,daily,none,[],"[""'Nah'""]","[""Hardcoded 'Nah' value for NULLs; consider standardizing to 'Unknown' or similar.""]","[""consistency of 'Nah' vs. actual advertiser group names""]",3,a1b901e6-c4fb-44bc-955a-3a7070c15829,Revenue Movement,0,,1,ncau-data-newsquery-prd.asl_finance_derived.revenue_movement,0,,0,1,1,Hardcoded 'Nah' value for NULLs; consider standardizing to 'Unknown' or similar.,1,consistency of 'Nah' vs. actual advertiser group names
financial_date_parsed,Financial Date Parsed,dimension,date_function,date,transaction,True,False,medium,[],"A date dimension derived from financial year and short month, typically representing the first day of the financial month.","PARSE_DATE('%Y-%b-%d', CONCAT(financial_year,'-',financial_short_month,'-1'))",['ncau-data-newsquery-prd.asl_finance_derived.revenue_movement'],[],date,"Provides a consistent date dimension for financial reporting, useful for monthly aggregations.",other,daily,none,[],[],[],['potential parsing errors if financial_year or financial_short_month are malformed'],3,a1b901e6-c4fb-44bc-955a-3a7070c15829,Revenue Movement,0,,1,ncau-data-newsquery-prd.asl_finance_derived.revenue_movement,0,,0,0,0,,1,potential parsing errors if financial_year or financial_short_month are malformed
revenue_category,Revenue Category,dimension,case_when,string,transaction,True,False,high,"['xtend_flag', 'revenue_sub_type', 'portfolio_parent_group_name_sync']","A custom classification of revenue based on various flags and sub-types, categorizing revenue into 'XTEND', 'PROGRAMMATIC', 'ADPT DIGITAL', 'SUNDRY', or the original revenue sub-type.","CASE WHEN xtend_flag = 'Y' THEN 'XTEND' WHEN (SAFE.LEFT(revenue_sub_type, 3) = 'PRO' OR ((portfolio_parent_group_name_sync = 'DIGITAL OTHER') AND (revenue_sub_type = 'DIGITAL'))) THEN 'PROGRAMMATIC' WHEN revenue_sub_type = 'DIGITAL' THEN 'ADPT DIGITAL' WHEN SAFE.LEFT(revenue_sub_type, 6) = 'SUNDRY' THEN 'SUNDRY' ELSE revenue_sub_type END",['ncau-data-newsquery-prd.asl_finance_derived.revenue_movement'],[],string,Crucial for high-level business reporting and strategic analysis of revenue streams.,revenue,daily,none,[],"[""'Y'"", ""'PRO'"", ""'DIGITAL OTHER'"", ""'DIGITAL'"", ""'SUNDRY'"", ""'XTEND'"", ""'PROGRAMMATIC'"", ""'ADPT DIGITAL'"", ""'SUNDRY'""]",['Complex business logic with multiple hardcoded values; highly prone to errors if rules change. Should be externalized to a lookup table.'],['accuracy depends on consistency of input flags/sub-types'],3,a1b901e6-c4fb-44bc-955a-3a7070c15829,Revenue Movement,3,"xtend_flag, revenue_sub_type, portfolio_parent_group_name_sync",1,ncau-data-newsquery-prd.asl_finance_derived.revenue_movement,0,,0,9,1,Complex business logic with multiple hardcoded values; highly prone to errors if rules change. Should be externalized to a lookup table.,1,accuracy depends on consistency of input flags/sub-types
gross_revenue_amount_base,Gross Revenue Amount (Base),measure,sum,numeric,custom,False,False,high,[],"The raw gross revenue amount for an advertising booking, as aggregated in the base view.",sum(gross_revenue_amount),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)']",decimal,Foundation for all revenue metrics.,revenue,daily,high,[],[],[],['potential nulls'],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,1,"relative_fy_year_offset IN (-1, 0, 1)",0,0,0,,1,potential nulls
net_revenue_base,Net Revenue (Base),measure,sum,numeric,custom,False,False,medium,[],"The raw net revenue amount for an advertising booking, as aggregated in the base view.",sum(net_revenue),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)']",decimal,Used for profitability analysis.,revenue,daily,high,[],[],[],['potential nulls'],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,1,"relative_fy_year_offset IN (-1, 0, 1)",0,0,0,,1,potential nulls
total_gross_revenue,Total Gross Revenue,measure,sum,numeric,monthly,True,True,high,['gross_revenue_amount_base'],"The sum of gross revenue amounts for advertising bookings, often filtered by financial year, month, or transaction status.",SUM(gross_revenue_amount),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)', ""financial_year IN ('2025')"", 'fy_year_month_number IN (202501, 202502, 202503)', ""booking_name IN ('Future Bradfield 2024', ...)""]",decimal,Primary revenue metric for ad sales performance.,revenue,daily,high,"['2025', '202501', '202502', '202503']","[""'Future Bradfield 2024'"", ""'Sydney & Brisbane Future Series'"", ""'Future Bradfield FY25 B1'"", ""'Future Sydney Bradfield 2024'""]","['date should be parameterised', 'lookup values should use reference table']",[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,1,gross_revenue_amount_base,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,4,"relative_fy_year_offset IN (-1, 0, 1), financial_year IN ('2025'), fy_year_month_number IN (202501, 202502, 202503), booking_name IN ('Future Bradfield 2024', ...)",4,4,2,"date should be parameterised, lookup values should use reference table",0,
ad_size_category,Ad Size Category,dimension,case_when,string,custom,True,False,medium,['adsize_name'],"Categorizes ad sizes into 'Sponsorship', 'Production', or 'Media' based on keywords in the adsize_name.","CASE WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*event sponsorship.*)$')) THEN 'Sponsorship' WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*production.*)$')) THEN 'Production' ELSE 'Media' END",['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],[],string,Used to analyze revenue by type of ad event/production.,other,on_demand,none,[],"[""'event sponsorship'"", ""'production'""]",['business rules should be defined in a configuration table'],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,1,adsize_name,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,0,,0,2,1,business rules should be defined in a configuration table,0,
financial_year,Financial Year,dimension,none,string,yearly,True,False,high,[],The fiscal year of the advertising booking.,financial_year,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)', ""financial_year IN ('2025')""]",string,Key time dimension for financial reporting.,other,daily,none,['2025'],[],['date should be parameterised'],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,2,"relative_fy_year_offset IN (-1, 0, 1), financial_year IN ('2025')",1,0,1,date should be parameterised,0,
fy_year_month_number,Financial Year Month Number,dimension,none,numeric,monthly,True,False,high,[],"The fiscal year and month number combined (e.g., 202501 for Jan 2025).",fy_year_month_number,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)', 'fy_year_month_number IN (202501, 202502, 202503)']",integer,Granular time dimension for financial reporting.,other,daily,none,"['202501', '202502', '202503']",[],['date should be parameterised'],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,2,"relative_fy_year_offset IN (-1, 0, 1), fy_year_month_number IN (202501, 202502, 202503)",3,0,1,date should be parameterised,0,
financial_short_month,Financial Short Month,dimension,none,string,monthly,True,False,medium,[],"The short name of the financial month (e.g., 'Jan', 'Feb').",financial_short_month,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)']",string,Display dimension for monthly reporting.,other,daily,none,[],[],[],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,1,"relative_fy_year_offset IN (-1, 0, 1)",0,0,0,,0,
revenue_transaction_status,Revenue Transaction Status,dimension,none,string,transaction,True,False,medium,[],"The status of the revenue transaction (e.g., 'Actual', 'Forecast').",revenue_transaction_status,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)']",string,Key dimension for segmenting revenue by its current state.,other,daily,none,[],[],[],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,1,"relative_fy_year_offset IN (-1, 0, 1)",0,0,0,,0,
booking_name,Booking Name,dimension,none,string,transaction,True,False,medium,[],The name of the advertising booking.,booking_name,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],"['relative_fy_year_offset IN (-1, 0, 1)', ""booking_name IN ('Future Bradfield 2024', ...)""]",string,Used to filter and group revenue by specific campaigns or projects.,other,daily,none,[],"[""'Future Bradfield 2024'"", ""'Sydney & Brisbane Future Series'"", ""'Future Bradfield FY25 B1'"", ""'Future Sydney Bradfield 2024'""]",['lookup values should use reference table'],[],4,e83da1de-4227-43e6-bcc6-73051c66914b,Ad Events Dashboard,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,2,"relative_fy_year_offset IN (-1, 0, 1), booking_name IN ('Future Bradfield 2024', ...)",0,4,1,lookup values should use reference table,0,
scenario,Scenario,dimension,string_function,string,custom,True,False,medium,[],"Represents different scenarios or categories within digital subscriptions, used for segmentation.",t0.scenario,['ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions'],[],string,"This dimension allows users to break down subscription data by various predefined scenarios, providing insights into the performance or characteristics of each segment.",other,on_demand,none,[],[],[],['potential nulls in scenario column'],5,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3,Consumer Finance Landing Page,0,,1,ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions,0,,0,0,0,,1,potential nulls in scenario column
total_records,Total Records,measure,count,numeric,transaction,True,True,high,[],"The total number of records (e.g., subscriptions) in the digital subscriptions dataset.",COUNT(1),['ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions'],[],integer,"Provides an overall volume count for the dataset, often used as a baseline for data freshness checks or to understand the total scope of the data.",volume,on_demand,none,[],[],[],['data freshness dependent'],5,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3,Consumer Finance Landing Page,0,,1,ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions,0,,0,0,0,,1,data freshness dependent
count_by_scenario,Count by Scenario,measure,count,numeric,custom,True,True,high,['scenario'],The number of digital subscriptions associated with each specific scenario.,COUNT(1) GROUP BY t0.scenario,['ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions'],[],integer,"This metric is crucial for understanding the distribution and popularity of different subscription scenarios, helping to identify key segments or areas of focus.",volume,on_demand,none,[],[],[],['data freshness dependent'],5,52dd1ac1-19b5-4695-a7e6-632ef7a9dba3,Consumer Finance Landing Page,1,scenario,1,ncau-data-newsquery-prd.asl_finance_derived.digital_subscriptions,0,,0,0,0,,1,data freshness dependent
spend_in_thousands,Spend (in '000s),measure,mathematical,numeric,transaction,False,False,medium,[],"The raw advertising spend value, converted to thousands for display.","SAFE_DIVIDE(Spend, 1000)",['`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource'],[],decimal,Base unit for all spend-related metrics.,revenue,daily,high,[],[],[],"['Potential for NULL Spend values handled by CASE WHEN (clmnX_ IS NULL) THEN 0 ELSE clmnX_ END, but SAFE_DIVIDE handles division by zero. Original Spend column quality should be monitored.']",6,601ed0d2-e944-4189-8170-d593c8e72026,Adex,0,,1,`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource,0,,0,0,0,,1,"Potential for NULL Spend values handled by CASE WHEN (clmnX_ IS NULL) THEN 0 ELSE clmnX_ END, but SAFE_DIVIDE handles division by zero. Original Spend column quality should be monitored."
total_spend_ty_k,"Total Spend (This Period, '000s)",measure,conditional,numeric,custom,True,True,high,"['spend_in_thousands', 'time_period_type']","Total advertising spend for the current selected time period (e.g., Rolling 12 months 'This Year').",SUM(CASE WHEN ty_ly_embed = 'ty' THEN spend_k ELSE 0 END),['`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource'],[],decimal,Key performance indicator for current period advertising activity and revenue.,revenue,daily,high,[],"[""'ty'"", ""'Rolling 12 months'"", ""'Calendar Year'"", ""'Financial Year'""]","[""Time period definition ('Rolling 12 months') is hardcoded and should be parameterized."", ""The 'ty' flag is derived from complex date logic that should be clearly documented and potentially governed.""]",['Accuracy depends on the correctness of `latest_date` and `date` columns.'],6,601ed0d2-e944-4189-8170-d593c8e72026,Adex,2,"spend_in_thousands, time_period_type",1,`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource,0,,0,4,2,"Time period definition ('Rolling 12 months') is hardcoded and should be parameterized., The 'ty' flag is derived from complex date logic that should be clearly documented and potentially governed.",1,Accuracy depends on the correctness of `latest_date` and `date` columns.
total_spend_ly_k,"Total Spend (Last Period, '000s)",measure,conditional,numeric,custom,True,True,high,"['spend_in_thousands', 'time_period_type']","Total advertising spend for the previous selected time period (e.g., Rolling 12 months 'Last Year').",SUM(CASE WHEN ty_ly_embed = 'ly' THEN spend_k ELSE 0 END),['`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource'],[],decimal,Used for year-over-year or period-over-period comparisons to assess growth or decline.,revenue,daily,high,[],"[""'ly'"", ""'Rolling 12 months'"", ""'Calendar Year'"", ""'Financial Year'""]","[""Time period definition ('Rolling 12 months') is hardcoded and should be parameterized."", ""The 'ly' flag is derived from complex date logic that should be clearly documented and potentially governed.""]",['Accuracy depends on the correctness of `latest_date` and `date` columns.'],6,601ed0d2-e944-4189-8170-d593c8e72026,Adex,2,"spend_in_thousands, time_period_type",1,`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource,0,,0,4,2,"Time period definition ('Rolling 12 months') is hardcoded and should be parameterized., The 'ly' flag is derived from complex date logic that should be clearly documented and potentially governed.",1,Accuracy depends on the correctness of `latest_date` and `date` columns.
news_corp_spend_ty_k,"News Corp Spend (This Period, '000s)",measure,conditional,numeric,custom,True,True,high,"['spend_in_thousands', 'time_period_type', 'Media_Network']",Advertising spend specifically for 'NEWS CORP' media network for the current selected time period.,SUM(CASE WHEN ty_ly_embed = 'ty' AND Media_Network = 'NEWS CORP' THEN spend_k ELSE 0 END),['`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource'],[],decimal,"Measures performance of a specific key media network, crucial for internal reporting and strategic analysis.",revenue,daily,high,[],"[""'NEWS CORP'"", ""'ty'""]","[""'NEWS CORP' is hardcoded; should use a lookup table for media networks."", 'Time period definition is hardcoded.']","[""Consistency of 'NEWS CORP' string in source data.""]",6,601ed0d2-e944-4189-8170-d593c8e72026,Adex,3,"spend_in_thousands, time_period_type, Media_Network",1,`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource,0,,0,2,2,"'NEWS CORP' is hardcoded; should use a lookup table for media networks., Time period definition is hardcoded.",1,Consistency of 'NEWS CORP' string in source data.
news_corp_spend_ly_k,"News Corp Spend (Last Period, '000s)",measure,conditional,numeric,custom,True,True,high,"['spend_in_thousands', 'time_period_type', 'Media_Network']",Advertising spend specifically for 'NEWS CORP' media network for the previous selected time period.,SUM(CASE WHEN ty_ly_embed = 'ly' AND Media_Network = 'NEWS CORP' THEN spend_k ELSE 0 END),['`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource'],[],decimal,Enables period-over-period comparison for 'NEWS CORP' performance.,revenue,daily,high,[],"[""'NEWS CORP'"", ""'ly'""]","[""'NEWS CORP' is hardcoded; should use a lookup table for media networks."", 'Time period definition is hardcoded.']","[""Consistency of 'NEWS CORP' string in source data.""]",6,601ed0d2-e944-4189-8170-d593c8e72026,Adex,3,"spend_in_thousands, time_period_type, Media_Network",1,`ncau-data-newsquery-prd`.sbx_dcp.adex_datasource,0,,0,2,2,"'NEWS CORP' is hardcoded; should use a lookup table for media networks., Time period definition is hardcoded.",1,Consistency of 'NEWS CORP' string in source data.
