consolidated_metric_id,metric_name,business_description,consolidated_sql_core,source_tables,original_metric_ids,dashboard_id
cons_fin_ad_type_name,Financial Ad Type Name,"Represents the specific type or category of financial advertisement, used for segmenting and analyzing ad-related revenue or performance.",t0.fin_adtype_name,"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",clmn0_,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
cons_revenue_type_level2,Revenue Type Level 2,"Categorization of revenue at a secondary, more granular level, providing detailed insights into different streams of income.",t0.revenue_type_Level2,"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",clmn1_,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
cons_current_financial_week,Current Financial Week,"Identifies the current financial week of the fiscal year (FY25) based on a relative offset from the current period, allowing for analysis of real-time or recent performance.",CASE WHEN (t0.relative_fy_week_offset = 0) THEN SAFE_CAST(t0.financial_week AS INT64) ELSE NULL END,"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0_qt_jsson7x7td,d3bcf796-2396-4a6f-b0a3-da0b7f299a58
cons_total_health_registrations,Total Health Registrations,"The total count of all health registrations recorded within the specified period, irrespective of the source or referrer. This metric provides an overall volume of new health sign-ups or engagements.",COUNT(1),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 'health_registrations_table'}]",t0_qt_w6get0czmd;t0_qt_r93oq36xmd,b456ee91-66d6-4bcb-b3a7-c752a3e02170
cons_sum_day_target,Sum of Daily Target,The aggregated sum of daily targets assigned to or achieved by various section teams. This metric is used to track overall progress against set daily objectives.,SUM(clmn1_),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 'daily_targets_table'}]",t0_qt_nbgk4hcdud,b456ee91-66d6-4bcb-b3a7-c752a3e02170
cons_total_emotion_count,Total Emotion Count,"This metric represents the aggregated count of all identified emotions within comments. It serves as a foundational measure for sentiment analysis and can be further segmented by emotion type (e.g., positive, negative) or category to provide more granular insights.",SUM(sum(MAX(emotion_count))),[],t0_qt_ripd6e70id;t0_qt_3nbr4d70id;t0_qt_1qbcxe70id,3dba3db1-7b70-4bd1-9c89-c78fd19832ac
cons_total_monitored_records,Total Monitored Records,"The total count of all individual records or events being monitored within the system. This metric provides the overall volume of operations under observation, irrespective of their status.",COUNT(record_id),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_source_table'}]",t0_D6229137045958695806,a318d7d9-e528-475f-8c17-9aefdfac4190
cons_successful_acceptable_records,Count of Successful/Acceptable Monitored Records,"The count of monitored records or events that have been classified as successful or acceptable based on their 'overall_status'. This includes records with 'Success', empty string, or space as their status.","COUNT(CASE WHEN (overall_status IN ('Success', '', ' ')) THEN record_id ELSE NULL END)","[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_source_table'}]",t0_D10736739464707967849,a318d7d9-e528-475f-8c17-9aefdfac4190
cons_unique_overall_statuses,Count of Unique Overall Statuses,The number of distinct status values observed across all monitored records. This metric helps in understanding the variety of states or outcomes an event can have.,COUNT(DISTINCT overall_status),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_source_table'}]",t0_qt_1o7zanrckd,a318d7d9-e528-475f-8c17-9aefdfac4190
cons_total_subscribers_count,Total Subscribers Count,The total count of unique subscribers. This metric represents the absolute number of distinct individuals or entities identified as subscribers within the system.,SUM(SAFE_CAST(t0.subscriber_id_src AS STRING)),"[{'gcp_project': 'project_id_placeholder', 'dataset': 'dataset_id_placeholder', 'table': 'table_name_placeholder'}]",t0_qt_hp2lanobcd;t0_qt_rsxhq2nbcd;t0_qt_4jed6ddogd,0cc68971-6bc6-41be-89c9-89776561c2f4
cons_total_monitored_tables,Total Monitored Tables,The total count of unique tables that are actively being monitored by the Newsquery Health App for their operational status and data quality.,COUNT(t0.table_id),"[{'gcp_project': 'your_gcp_project', 'dataset': 'newsquery_monitoring', 'table': 'table_health_status'}]",t0_D4774829662160712817,8f848270-688f-4455-82a6-3bc9a7d39cce
cons_healthy_excluded_tables,Healthy or Excluded Monitored Tables,"The count of monitored tables that are currently classified as healthy (alert_status_final = 0) or intentionally excluded from active alerting (alert_status_final = -1), indicating they do not require immediate attention.","COUNT(CASE WHEN (t0.alert_status_final IN (0, -1)) THEN t0.table_id ELSE NULL END)","[{'gcp_project': 'your_gcp_project', 'dataset': 'newsquery_monitoring', 'table': 'table_health_status'}]",t0_D3944783910753994126,8f848270-688f-4455-82a6-3bc9a7d39cce
cons_total_sales,Total Sales,"The sum of all sales recorded. This metric represents the total revenue generated from sales activities before any deductions or adjustments. It is designed to be filterable by fiscal year, region, product, or other relevant dimensions at the reporting layer.",SUM(t0.sales_total),"[{'gcp_project': '[YOUR_GCP_PROJECT]', 'dataset': '[YOUR_DATASET]', 'table': '[YOUR_TABLE_NAME_FOR_T0]'}]",t0_D14397584106665349290;t0_D4218332402585811014,af564bd3-ec49-4836-9e6f-2040699aa76b
cons_total_traffic,Total Traffic,"The sum of all traffic recorded. This metric represents the total volume of activity, such as website visits, store foot traffic, or user engagements. It is designed to be filterable by fiscal year, channel, location, or other relevant dimensions at the reporting layer.",SUM(t0.traffic_total),"[{'gcp_project': '[YOUR_GCP_PROJECT]', 'dataset': '[YOUR_DATASET]', 'table': '[YOUR_TABLE_NAME_FOR_T0]'}]",t0_D14949308090486757972;t0_D4421906158254961800,af564bd3-ec49-4836-9e6f-2040699aa76b
cons_total_daily_subscription_target,Total Daily Subscription Target,"The aggregated daily target for new subscriptions, typically broken down or grouped by publication or content group. This metric represents a key performance indicator for subscription growth goals.",SUM(t0.day_target_by_publication_group),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'verity_analytics', 'table': 't0_performance_data'}]",t0_qt_v88r7e5wwc,828d35dc-ea9f-4c01-b95f-9b64ae7500f1
cons_total_c_score_target,Total C-Score Target,"The aggregated target value for the C-Score, which is an internal performance metric used to evaluate specific aspects of content or user engagement. The exact definition of 'C-Score' should be documented separately.",SUM(t0.c_score_target),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'verity_analytics', 'table': 't0_performance_data'}]",t0_qt_j2b9jbhclc,828d35dc-ea9f-4c01-b95f-9b64ae7500f1
cons_num_social_accounts,Number of Social Accounts,"The total count of social media accounts relevant to the performance report. This metric counts the number of rows in the primary data table (t0), implying that each row represents a unique social account or a distinct record associated with an account.",COUNT(1),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'verity_analytics', 'table': 't0_performance_data'}]",t0_qt_nkcydtqbid,828d35dc-ea9f-4c01-b95f-9b64ae7500f1
cons_num_social_posts,Number of Social Posts,"The total count of social media posts. This metric counts non-null occurrences of 'post_content_id' within the primary data table (t0), indicating the volume of content published or tracked.",COUNT(t0.post_content_id),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'verity_analytics', 'table': 't0_performance_data'}]",t0_qt_4a68cxqbid,828d35dc-ea9f-4c01-b95f-9b64ae7500f1
cons_total_digital_gross_revenue,Total Digital Gross Revenue,"The total gross revenue generated from digital video content, calculated as the sum of all recorded gross revenue amounts.",SUM(t0.gross_revenue_amount),"[{'gcp_project': 'my-company-data-platform', 'dataset': 'digital_video_analytics', 'table': 'fact_digital_content_revenue'}]",t0_qt_c3emuiymrd,f65a9149-93b4-4aa9-aef6-d12002853222
cons_booking_number,Booking Number,"A unique identifier assigned to each booking transaction related to digital video content, potentially specific to content or native ad types.",t0.booking_number,"[{'gcp_project': 'my-company-data-platform', 'dataset': 'digital_video_analytics', 'table': 'fact_digital_content_revenue'}]",clmn0_,f65a9149-93b4-4aa9-aef6-d12002853222
cons_financial_year,Financial Year,"The financial year associated with the digital video content data, potentially filtered for specific ad types (Display/Rich Media) and the fourth quarter (Q4).",t0.financial_year,"[{'gcp_project': 'my-company-data-platform', 'dataset': 'digital_video_analytics', 'table': 'fact_digital_content_revenue'}]",clmn2_,f65a9149-93b4-4aa9-aef6-d12002853222
cons_unique_data_sources,Number of Unique Data Sources,"The total count of distinct data sources from which data has been ingested into the NewsQuery system, indicating the breadth of data coverage.",COUNT(DISTINCT sdm_sys_source),[],t0_qt_7a34mgnv9c,18ab97b7-4915-4422-bcb4-ceda8d436b25
cons_total_rows_ingested,Total Rows Ingested,"The cumulative sum of all rows ingested into the NewsQuery system, representing the total volume of data processed.",SUM(total_rows),[],t0_qt_e2yh97dbzc,18ab97b7-4915-4422-bcb4-ceda8d436b25
cons_total_logical_storage_tb,Total Logical Storage (TB),"The total logical storage consumed by the ingested data within the NewsQuery system, expressed in terabytes (TB), indicating storage footprint.","SUM(SAFE_DIVIDE(total_logical_gb, 1000000))",[],t0_qt_z034ntcbzc,18ab97b7-4915-4422-bcb4-ceda8d436b25
cons_total_paid_impressions,Total Paid Impressions,"The aggregate count of all impressions for which a payment was made, typically used to measure the volume of paid advertising served.",SUM(t0.PaidImpressions),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table'}]",t0_D12257624719428327799,87651b69-c43e-471f-9c4b-98df1208a844
cons_total_gross_revenue,Total Gross Revenue,"The total sum of all revenue generated before any deductions for returns, allowances, or discounts. This metric represents the top-line income from sales activities.",SUM(t0.RevenueGross),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table'}]",t0_D9596681579258349039;t0_qt_kjoj2k5ird,87651b69-c43e-471f-9c4b-98df1208a844
cons_total_c_score_target,Total C-Score Target,"The sum of the C-Score Target, representing the aggregated target value for a key performance or compliance indicator. This metric provides an overall measure of the desired C-Score across all relevant entities or periods covered by the report.",SUM(t0.c_score_target),[],t0_qt_73ldtxh0lc,8531208f-5b20-40d0-8b57-2d15ac1fca33
cons_vendor_name,Vendor Name,The name of the vendor associated with financial transactions or records.,t0.vendor,"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'finance_data', 'table': 'finance_transactions'}]",clmn1_,712ca6fe-b491-4a01-af6e-1495fb3c7d12
cons_total_revenue,Total Revenue,The aggregate sum of all revenue generated from financial transactions within the scope of the dashboard.,SUM(t0.rev),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'finance_data', 'table': 'finance_transactions'}]",t0_qt_hxtf6xr3od,712ca6fe-b491-4a01-af6e-1495fb3c7d12
cons_fiscal_month_id,Fiscal Month ID,"A unique identifier representing a specific fiscal month, used for time-based financial reporting and analysis.",t0.fiscal_month_id,"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'finance_data', 'table': 'finance_transactions'}]",clmn0_,712ca6fe-b491-4a01-af6e-1495fb3c7d12
cons_verity_user_test_row_count,Verity User Test Row Count,The total number of records or rows associated with Verity user tests. This metric quantifies the volume of data generated or processed during user testing activities.,COUNT(1),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c0d1_verity_data'}, {'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c1d0_verity_data'}]",t0_qt_x7iu2snbxc;t0c1d0_qt_x7iu2snbxc,56624f8b-0974-4212-b3ef-46f11233c639
cons_analytics_event_count,Analytics Event Count,The total count of analytics events recorded. This metric provides a high-level measure of user interaction or system activity captured by analytics tracking.,COUNT(1),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c0d1_analytics_data'}, {'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c1d1_analytics_data'}]",t0c0d1_qt_s926bf1bxc;t0c1d1_qt_s926bf1bxc,56624f8b-0974-4212-b3ef-46f11233c639
cons_parsed_event_date,Parsed Event Date,A standardized date dimension derived by parsing raw event date strings. This metric is crucial for enabling time-series analysis and filtering of data based on the event's occurrence date.,"PARSE_DATE('%Y%m%d', SAFE_CAST(event_date AS STRING))","[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c0d1_event_data'}, {'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 't0c1d1_event_data'}]",t0c0d1_qt_c4g34c1bxc;t0c1d1_qt_c4g34c1bxc,56624f8b-0974-4212-b3ef-46f11233c639
cons_total_day_target_website,Total Day Target Website,"Represents the sum of the daily target values set for website performance, indicating the cumulative goal for website-related metrics over a given period.",SUM(day_target_website),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your-dataset', 'table': 'your-table-name'}]",t0_qt_sjzyg8ejfd,63911575-4b9d-45c4-830c-8726e98adb93
