metric_id,metric_name,business_description,gcp_project,dataset,table,metric_sql_core,governance_issue,dashboard_id
metric_001,Sum of Day Target by Publication Group,"The aggregated sum of daily targets for a specific publication group, typically representing subscription or sales goals over a defined period. The underlying query contains hardcoded date ranges and publication group names.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(day_target_by_publication_group),hardcoded_logic,5fa24f44-3883-4580-8930-bc4ca0bb7430
metric_002,Parsed Target Date,"The target date, derived by parsing a string representation of the date from the source column. This metric is used for date-based filtering or grouping within the report. The need for explicit casting and parsing suggests the original 'targetdate' column might not be stored in an optimal DATE data type.",ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,"PARSE_DATE('%Y%m%d', SAFE_CAST(targetdate AS STRING))",anti_pattern,5fa24f44-3883-4580-8930-bc4ca0bb7430
total_monitored_tables,Total Monitored Tables,Counts the total number of tables within the 'bdm_finance' dataset that are explicitly configured and monitored for their update status and health. This metric represents the total scope of tables under health monitoring by this dashboard.,[NOT_EXPLICITLY_STATED_IN_QUERY],bdm_finance,__TABLES__,COUNT(table_id),hardcoded_logic,8f848270-688f-4455-82a6-3bc9a7d39cce
tables_acceptable_delay_status,Tables with Acceptable/Mild Delay Status,"Counts the number of monitored tables that are either up-to-date (alert_status_final = 0) or have a mild/acceptable delay (alert_status_final = -1). This includes tables explicitly categorized as -1, such as specific budget forecast tables, regardless of their actual update frequency, and tables with minor delays based on defined thresholds.",[NOT_EXPLICITLY_STATED_IN_QUERY],bdm_finance,__TABLES__,"COUNT(CASE WHEN alert_status_final IN (0, -1) THEN table_id ELSE NULL END)",hardcoded_logic,8f848270-688f-4455-82a6-3bc9a7d39cce
metric_001,Count of Distinct Subscriptions,Calculates the total number of unique subscription IDs from the churn automation data. This metric is used to count unique subscriptions associated with mastheads.,nau-data-prod-dataservices,Churn_prediction_model,churn_automation,COUNT(DISTINCT subscription_id),none,81522b56-4697-49ac-93da-6faed306d799
metric_002,Count of Distinct PCS IDs,"Calculates the total number of unique PCS IDs (likely representing unique customers or product instances) from the churn automation data. This metric is consistently filtered by hardcoded date ranges (e.g., '2025-07-22' to '2025-08-21') and is sometimes categorized using hardcoded churn score and subscription tenure thresholds (e.g., 'Infancy', 'Acute', 'Specialist treatment', 'General Health') within the dashboard queries.",nau-data-prod-dataservices,Churn_prediction_model,churn_automation,COUNT(DISTINCT pcsid),hardcoded_logic,81522b56-4697-49ac-93da-6faed306d799
count_production_ai_projects,Count of Production AI Projects,"The total number of unique GCP projects classified as 'Production' within the AI at Scale initiative. Classification is based on hardcoded project ID naming conventions (e.g., '%dev%', '%nprod%'). Projects are filtered to those with billing activity in the last 6 months and belonging to a specific hardcoded list of project IDs.",ncau-tech-mgmt,ncau_gcp_metaadata,ncau-gcp-projects-metadata,COUNT(DISTINCT metadata.projectId),hardcoded_logic,2a7796ef-1ee1-46d5-ab21-dee8ec3ac155
count_nonproduction_ai_projects,Count of NonProduction AI Projects,"The total number of unique GCP projects classified as 'NonProduction' within the AI at Scale initiative. Classification is based on hardcoded project ID naming conventions (e.g., '%dev%', '%nprod%'). Projects are filtered to those with billing activity in the last 6 months and belonging to a specific hardcoded list of project IDs.",ncau-tech-mgmt,ncau_gcp_metaadata,ncau-gcp-projects-metadata,COUNT(DISTINCT metadata.projectId),hardcoded_logic,2a7796ef-1ee1-46d5-ab21-dee8ec3ac155
total_c_score_target,Total C-Score Target,"Calculates the sum of 'c_score_target', representing the total target C-Score. This metric is used to aggregate target scores, likely for performance tracking or financial forecasting.",ncau-data-newsquery-prd,cdm_reference_data,cscore_targets,SUM(c_score_target),hardcoded_logic,19891283-911c-4528-b830-c99e4cb76155
revenue_gross_independent_agencies_nsw,"Revenue Gross (Independent Agencies NSW, Non-Guaranteed)","Total gross revenue for 'INDEPENDENT AGENCIES NSW' portfolio parent group, excluding 'Guaranteed' transaction types. This metric represents a specific filtered view of gross revenue.",ncau-data-newsquery-prd,prstn_advertising,programmatic_fin_month,SUM(RevenueGross),hardcoded_logic,6f1c8731-02da-464f-b146-bf2947860735
followers,followers,"The maximum number of followers for an audio show, derived from Spotify demographic data, as part of a pivoted 'factor' column.",ncau-data-newsquery-prd,prstn_content_audio_view,v_spotify_demographic,max(CAST(value AS decimal)),hardcoded_logic,6a9da673-c8cd-4bd5-8743-77da4afcfa78
listeners,listeners,"The maximum number of listeners for an audio show, derived from Spotify demographic data, as part of a pivoted 'factor' column.",ncau-data-newsquery-prd,prstn_content_audio_view,v_spotify_demographic,max(CAST(value AS decimal)),hardcoded_logic,6a9da673-c8cd-4bd5-8743-77da4afcfa78
streams,streams,"The maximum number of streams for an audio show, derived from Spotify demographic data, as part of a pivoted 'factor' column.",ncau-data-newsquery-prd,prstn_content_audio_view,v_spotify_demographic,max(CAST(value AS decimal)),hardcoded_logic,6a9da673-c8cd-4bd5-8743-77da4afcfa78
starts,starts,"The maximum number of starts for an audio show, derived from Spotify demographic data, as part of a pivoted 'factor' column.",ncau-data-newsquery-prd,prstn_content_audio_view,v_spotify_demographic,max(CAST(value AS decimal)),hardcoded_logic,6a9da673-c8cd-4bd5-8743-77da4afcfa78
metric_1_distinct_acquisition_orders,Distinct Acquisition Orders,Counts the number of unique subscription order IDs for movements classified as 'acquisition'.,ncau-data-newsquery-prd,prstn_consumer,subscription_movement,COUNT(DISTINCT subscription_order_id_src),anti_pattern,2a7c146f-7170-4d91-8508-f0a5d2e55e7c
metric_2_total_acquisition_movement_count,Total Acquisition Movement Count,Sums the subscription movement counts for movements classified as 'acquisition'.,ncau-data-newsquery-prd,prstn_consumer,subscription_movement,SUM(subscription_movement_count),none,2a7c146f-7170-4d91-8508-f0a5d2e55e7c
metric_3_total_sms_activity_winback,Total SMS Activity Count (Winback related),Sums the activity count for SMS messages where the message name contains specific winback-related keywords.,ncau-data-newsquery-prd,bdm_consumer,smssummary_activity_fct,SUM(activity_count),hardcoded_logic,2a7c146f-7170-4d91-8508-f0a5d2e55e7c
metric_4_total_sms_undelivered_winback,Total SMS Undelivered Count (Winback related),Sums the undelivered count for SMS messages where the message name contains specific winback-related keywords.,ncau-data-newsquery-prd,bdm_consumer,smssummary_activity_fct,SUM(undelivered_count),hardcoded_logic,2a7c146f-7170-4d91-8508-f0a5d2e55e7c
metric_001,"Total UVS (Brand, Adobe APP, DPE, Specific Publications)","Sum of unique visitors (UVS) for 'Brand' report type, 'Adobe APP' source code, specifically for publications categorized as 'DPE' and further restricted to a hardcoded list of DPE publications (Herald Sun, The Australian, Courier Mail, The Advertiser, Daily Telegraph, The Mercury, Geelong Advertiser, Townsville Bulletin, Gold Coast Bulletin, Cairns Post, NT News, The Chronicle, The Weekly Times, Wentworth Courier, Mosman Daily), within a hardcoded date range (2024-11-01 to 2025-07-31).",ncau-data-newsquery-prd,prstn_content_interaction,dpe_monthly_traffic,SUM(t0.uvs),hardcoded_logic,362cc5e9-d421-48f2-bdf3-042b976176aa
metric_002,"Total UVS (Brand, Adobe APP, DPE Publications)","Sum of unique visitors (UVS) for 'Brand' report type, 'Adobe APP' source code, specifically for publications categorized as 'DPE', within a hardcoded date range (2024-11-01 to 2025-07-31). This query also includes a hardcoded numerical mapping for publications as a dimension.",ncau-data-newsquery-prd,prstn_content_interaction,dpe_monthly_traffic,SUM(t0.uvs),hardcoded_logic,362cc5e9-d421-48f2-bdf3-042b976176aa
metric_003,"Total Page Views (Brand, Adobe WEB, DE Publications)","Sum of page views for 'Brand' report type, 'Adobe WEB' source code, specifically for publications categorized as 'DE', within a hardcoded date range (2025-08-12 to 2025-08-20).",ncau-data-newsquery-prd,prstn_content_interaction,dpe_monthly_traffic,SUM(t0.page_views),hardcoded_logic,362cc5e9-d421-48f2-bdf3-042b976176aa
t0_qt_24290k691c,t0_qt_24290k691c,"Count of records, typically representing events or activities, filtered by specific criteria.",ncau-data-newsquery-prd,analytics_309894138,events_intraday_*,COUNT(1),hardcoded_logic,a07c3b8c-9aac-4462-8d22-f3c662016f59
t0_qt_addptj691c,t0_qt_addptj691c,"Parsed event date, used as a dimension or for date-based filtering/grouping.",ncau-data-newsquery-prd,analytics_309894138,events_intraday_*,"PARSE_DATE('%Y%m%d', SAFE_CAST(t0.event_date AS STRING))",hardcoded_logic,a07c3b8c-9aac-4462-8d22-f3c662016f59
t0_qt_hugyaygj4c,t0_qt_hugyaygj4c,Sum of daily targets by publication group.,ncau-data-newsquery-prd,cdm_reference_data,subscription_targets,SUM(t0.day_target_by_publication_group),hardcoded_logic,a07c3b8c-9aac-4462-8d22-f3c662016f59
t0c0d1_qt_u1kz1l691c,t0c0d1_qt_u1kz1l691c,Count of records from the verity user test data.,ncau-data-newsquery-prd,sdm_reference_data,verity2_user_test,COUNT(1),anti_pattern,a07c3b8c-9aac-4462-8d22-f3c662016f59
total_records_filtered,Total Records (Filtered),"Counts the total number of records from the `subscription_base` table after applying specific filters for active, paying B2C subscriptions from the 'THINK' system for the previous day. This represents the total number of rows matching the specified criteria.",ncau-data-newsquery-prd,prstn_consumer,subscription_base,COUNT(1),hardcoded_logic,a5d7d240-afbf-4f2d-b228-565c10dceb18
sum_subscription_ids,Sum of Subscription IDs,"Calculates the sum of `subscription_id_src` for filtered active, paying B2C subscriptions. This is an anti-pattern as summing unique identifiers (like IDs) rarely yields a meaningful business metric and might indicate an incorrect attempt to count subscriptions or derive a value from them.",ncau-data-newsquery-prd,prstn_consumer,subscription_base,SUM(subscription_id_src),anti_pattern,a5d7d240-afbf-4f2d-b228-565c10dceb18
unique_subscribers,Unique Subscribers,"Counts the number of unique `subscriber_id_src` for filtered active, paying B2C subscriptions. This represents the distinct number of individuals subscribed.",ncau-data-newsquery-prd,prstn_consumer,subscription_base,COUNT(DISTINCT subscriber_id_src),hardcoded_logic,a5d7d240-afbf-4f2d-b228-565c10dceb18
unique_subscriptions,Unique Subscriptions,"Counts the number of unique `subscription_id_src` for filtered active, paying B2C subscriptions. This represents the distinct number of active subscriptions.",ncau-data-newsquery-prd,prstn_consumer,subscription_base,COUNT(DISTINCT subscription_id_src),hardcoded_logic,a5d7d240-afbf-4f2d-b228-565c10dceb18
sum_subscriber_ids,Sum of Subscriber IDs,"Calculates the sum of `subscriber_id_src` for filtered active, paying B2C subscriptions. This is an anti-pattern as summing unique identifiers (like IDs) rarely yields a meaningful business metric and might indicate an incorrect attempt to count subscribers or derive a value from them.",ncau-data-newsquery-prd,prstn_consumer,subscription_base,SUM(subscriber_id_src),anti_pattern,a5d7d240-afbf-4f2d-b228-565c10dceb18
lcp_good_news_density,Total Density for Good Largest Contentful Paint on News Sites,"Represents the sum of 'density' (likely representing user sessions or page loads) for web pages where the 'Largest Contentful Paint' (LCP) metric was classified as 'Good' performance. This metric is specifically filtered for websites categorized under the 'News' network type and a predefined list of news origins, aggregated by month and specific news site.",ncau-data-newsquery-prd,asl_gcrux,chrome_report,SUM(t0.density),hardcoded_logic,87f8ac55-5642-48ed-a7e7-f56dffb4ff94
inp_poor_news_density,Total Density for Poor Interaction to Next Paint on News Sites,"Represents the sum of 'density' (likely representing user sessions or page loads) for web pages where the 'Interaction to Next Paint' (INP) metric was classified as 'Poor' performance. This metric is specifically filtered for websites categorized under the 'News' network type, aggregated by specific news site.",ncau-data-newsquery-prd,asl_gcrux,chrome_report,SUM(t0.density),hardcoded_logic,87f8ac55-5642-48ed-a7e7-f56dffb4ff94
metric_1,REA Traffic Visits for news.com.au (Aug 2025),"Total number of visits specifically for 'news.com.au' brand, categorized as 'traffic' data type and 'rea' referral brand, for the month of August 2025. The display name for 'News Corp Australia - Total' brand is transformed to 'NCA - Total' for reporting purposes.",ncau-data-newsquery-prd,asl_rearca,rea_rca_monthly,SUM(t0.visits),"hardcoded_logic, anti_pattern",858161fd-9f14-4882-b218-2190b7325229
metric_2,RCA Web/App Traffic Visits for News Corp Australia - Total (Jun 2025),"Total number of visits for 'News Corp Australia - Total' brand, categorized as 'traffic' data type and specifically for 'rca_web' or 'rca_app' referral brands, for the month of June 2025.",ncau-data-newsquery-prd,asl_rearca,rea_rca_monthly,SUM(t0.visits),"hardcoded_logic, anti_pattern",858161fd-9f14-4882-b218-2190b7325229
metric_1,Total Newsletter Sends,"The total count of newsletters sent, derived from the newsletter activity log.",ncau-data-newsquery-prd,prstn_consumer,newsletter_activity,SUM(total_send),hardcoded_logic,c902dea7-7c03-4995-a4f5-56ff4f6f5635
metric_2,Total SMS Sent,"The total count of SMS messages sent, derived from the SMS detail summary.",ncau-data-newsquery-prd,cdm_sfmc,smsdetailsummary,SUM(sent),hardcoded_logic,c902dea7-7c03-4995-a4f5-56ff4f6f5635
closing_base_fy25_wk43,"Closing Base (FY25, Week 43, bmasnap_close/SC Manual APLS)","The sum of 'ClosingBase' values for Fiscal Year 2025, Week 43, specifically for records where 'table_union_source' is 'bmasnap_close', 'SC - CODE Manual APLS', or 'SC Manual APLS'. This represents a snapshot of closing base subscriptions under specific conditions.",ncau-data-newsquery-prd,asl_finance_derived,digital_subscriptions,"SUM(CASE WHEN (t0.fy_year = 2025 AND t0.fy_week_of_year = 43 AND t0.table_union_source IN ('bmasnap_close', 'SC - CODE Manual APLS', 'SC Manual APLS')) THEN t0.ClosingBase ELSE 0 END)",hardcoded_logic,37641205-ec3e-4184-a5dd-f5ca79248335
